level,name,symbol,parent,sector,market_cap_cr,pe,roce,error,stage,stage2_score,close,weekly_ma,weekly_ma_slope_4w_pct,rs_vs_benchmark,checks,rrg_quadrant,rrg_quadrant_5d_ago,rs_ratio,rs_momentum,rs_ratio_5d_delta,rs_momentum_5d_delta,moving_to_leading,improving_toward_leading,rrg_tail,stock_score
stock,Kaveri Seed Co.,KSCL.NS,Other Agricultural Products,Fast Moving Consumer Goods,4761.2,16.09,18.79,,not_stage_2,4,925.6,888.44,-2.13,0.03848,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,lagging,100.03,100.61,2.0,2.52,True,False,2026-06-19 ratio=98.04 momentum=98.09; 2026-06-22 ratio=100.49 momentum=101.88; 2026-06-23 ratio=100.41 momentum=101.07; 2026-06-24 ratio=100.01 momentum=100.41; 2026-06-25 ratio=100.03 momentum=100.61,113.2
stock,TruAlt Bioenergy,TRUALT.NS,Other Agricultural Products,Fast Moving Consumer Goods,4010.22,41.79,10.44,,not_stage_2,3,467.65,428.47,1.5,0.01944,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,weakening,99.37,96.03,-1.0,-2.11,False,False,2026-06-19 ratio=100.37 momentum=98.14; 2026-06-22 ratio=99.93 momentum=96.91; 2026-06-23 ratio=99.64 momentum=95.32; 2026-06-24 ratio=99.78 momentum=96.24; 2026-06-25 ratio=99.37 momentum=96.03,63.0
stock,Sanstar,SANSTAR.NS,Other Agricultural Products,Fast Moving Consumer Goods,2504.16,72.69,5.69,,stage_2,5,125.04,94.79,3.74,0.0052,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,weakening,101.36,100.67,0.38,4.3,True,False,2026-06-19 ratio=100.99 momentum=96.37; 2026-06-22 ratio=101.45 momentum=99.45; 2026-06-23 ratio=101.23 momentum=99.06; 2026-06-24 ratio=101.60 momentum=100.43; 2026-06-25 ratio=101.36 momentum=100.67,172.63
stock,GRM Overseas,GRMOVER.NS,Other Agricultural Products,Fast Moving Consumer Goods,1911.31,25.71,13.99,,not_stage_2,0,92.24,154.49,-4.08,0.00383,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",improving,lagging,98.32,104.43,0.4,4.84,False,True,2026-06-19 ratio=97.92 momentum=99.58; 2026-06-22 ratio=98.03 momentum=103.04; 2026-06-23 ratio=98.13 momentum=104.25; 2026-06-24 ratio=98.19 momentum=104.23; 2026-06-25 ratio=98.32 momentum=104.43,22.15
stock,Chamanlal Setia,CLSEL.NS,Other Agricultural Products,Fast Moving Consumer Goods,1418.92,12.36,18.32,,stage_2,5,285.35,265.51,1.24,0.01186,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,100.22,100.4,-1.16,-0.47,False,False,2026-06-19 ratio=101.38 momentum=100.87; 2026-06-22 ratio=101.19 momentum=101.46; 2026-06-23 ratio=101.08 momentum=101.04; 2026-06-24 ratio=101.16 momentum=102.03; 2026-06-25 ratio=100.22 momentum=100.40,150.58
stock,A C J K Exports,AMIRCHAND.NS,Other Agricultural Products,Fast Moving Consumer Goods,1318.63,12.77,15.7,,insufficient_data,0,,,,,{},insufficient_data,insufficient_data,,,,,False,False,,0.0
stock,Gulshan Polyols,GULPOLY.NS,Other Agricultural Products,Fast Moving Consumer Goods,1188.72,11.08,18.31,,not_stage_2,3,190.59,162.4,4.83,0.00792,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,weakening,99.83,96.5,-1.51,-2.17,False,False,2026-06-19 ratio=101.34 momentum=98.67; 2026-06-22 ratio=101.09 momentum=95.93; 2026-06-23 ratio=101.07 momentum=94.62; 2026-06-24 ratio=100.44 momentum=96.38; 2026-06-25 ratio=99.83 momentum=96.50,69.66
stock,AU Small Finance,AUBANK.NS,Other Bank,Financial Services,77432.47,29.32,7.66,,stage_2,5,1033.85,981.52,1.31,0.04298,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,100.86,101.41,-0.3,-0.8,False,False,2026-06-19 ratio=101.17 momentum=102.20; 2026-06-22 ratio=101.48 momentum=102.77; 2026-06-23 ratio=101.14 momentum=101.26; 2026-06-24 ratio=102.43 momentum=104.09; 2026-06-25 ratio=100.86 momentum=101.41,158.97
stock,Ujjivan Small,UJJIVANSFB.NS,Other Bank,Financial Services,10920.67,15.77,7.74,,not_stage_2,3,56.14,56.99,0.53,0.00233,"{'price_above_30w_ma': False, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': False, 'near_52w_high': True}",improving,leading,99.62,101.44,-0.45,-0.39,False,False,2026-06-19 ratio=100.08 momentum=101.83; 2026-06-22 ratio=99.75 momentum=102.00; 2026-06-23 ratio=99.79 momentum=100.84; 2026-06-24 ratio=100.12 momentum=103.12; 2026-06-25 ratio=99.62 momentum=101.44,68.26
stock,Equitas Sma. Fin,EQUITASBNK.NS,Other Bank,Financial Services,8593.93,83.37,6.44,,stage_2,5,75.14,65.57,2.77,0.00312,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,100.83,98.91,-0.62,0.44,False,False,2026-06-19 ratio=101.46 momentum=98.47; 2026-06-22 ratio=101.22 momentum=96.81; 2026-06-23 ratio=101.47 momentum=98.21; 2026-06-24 ratio=101.30 momentum=98.87; 2026-06-25 ratio=100.83 momentum=98.91,134.69
stock,Jana Small Finan,JSFB.NS,Other Bank,Financial Services,4724.55,14.47,7.45,,not_stage_2,3,448.5,413.97,0.18,0.01864,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,lagging,99.38,96.61,-0.61,-0.25,False,False,2026-06-19 ratio=99.99 momentum=96.86; 2026-06-22 ratio=99.94 momentum=96.95; 2026-06-23 ratio=100.08 momentum=97.09; 2026-06-24 ratio=99.88 momentum=97.13; 2026-06-25 ratio=99.38 momentum=96.61,60.36
stock,Utkarsh Small F.,UTKARSHBNK.NS,Other Bank,Financial Services,2583.87,,1.46,,not_stage_2,3,14.52,13.78,-2.54,0.0006,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': False}",leading,leading,100.93,102.44,-0.63,-0.05,False,False,2026-06-19 ratio=101.56 momentum=102.49; 2026-06-22 ratio=101.36 momentum=102.30; 2026-06-23 ratio=100.88 momentum=101.18; 2026-06-24 ratio=101.52 momentum=102.47; 2026-06-25 ratio=100.93 momentum=102.44,96.85
stock,Suryoday Small,SURYODAY.NS,Other Bank,Financial Services,1827.97,12.03,7.33,,stage_2,5,171.98,144.76,2.97,0.00715,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,100.61,97.65,-0.37,-0.53,False,False,2026-06-19 ratio=100.98 momentum=98.18; 2026-06-22 ratio=100.91 momentum=97.82; 2026-06-23 ratio=100.78 momentum=94.14; 2026-06-24 ratio=100.77 momentum=95.11; 2026-06-25 ratio=100.61 momentum=97.65,133.99
stock,ESAF Small Fin,ESAFSFB.NS,Other Bank,Financial Services,1698.64,,5.64,,stage_2,5,32.94,27.0,2.17,0.00137,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,101.5,101.74,-1.64,-1.23,False,False,2026-06-19 ratio=103.14 momentum=102.97; 2026-06-22 ratio=102.50 momentum=102.00; 2026-06-23 ratio=102.08 momentum=101.63; 2026-06-24 ratio=101.56 momentum=101.16; 2026-06-25 ratio=101.50 momentum=101.74,165.54
stock,Capital Small,CAPITALSFB.NS,Other Bank,Financial Services,1273.48,9.01,7.07,,stage_2,4,280.1,264.2,0.26,0.01164,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': False, 'near_52w_high': True}",weakening,leading,100.17,98.08,-0.6,-2.41,False,False,2026-06-19 ratio=100.77 momentum=100.49; 2026-06-22 ratio=100.44 momentum=99.43; 2026-06-23 ratio=100.65 momentum=99.53; 2026-06-24 ratio=100.36 momentum=98.68; 2026-06-25 ratio=100.17 momentum=98.08,106.37
stock,Fino Payments,FINOPB.NS,Other Bank,Financial Services,1219.98,21.83,4.53,,not_stage_2,2,146.6,182.24,-9.67,0.00609,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': False}",leading,leading,101.39,100.49,-1.9,-1.87,False,False,2026-06-19 ratio=103.28 momentum=102.36; 2026-06-22 ratio=102.78 momentum=102.49; 2026-06-23 ratio=102.34 momentum=99.74; 2026-06-24 ratio=101.86 momentum=100.63; 2026-06-25 ratio=101.39 momentum=100.49,69.4
stock,Ramco Inds.,RAMCOIND.NS,Other Construction Materials,Construction Materials,2976.49,9.9,4.57,,not_stage_2,4,342.75,292.95,-0.83,0.01425,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,weakening,103.28,103.47,2.81,7.22,True,False,2026-06-19 ratio=100.47 momentum=96.25; 2026-06-22 ratio=101.35 momentum=98.13; 2026-06-23 ratio=100.86 momentum=96.43; 2026-06-24 ratio=101.20 momentum=100.40; 2026-06-25 ratio=103.28 momentum=103.47,143.75
stock,BirlaNu Ltd,BIRLANU.NS,Other Construction Materials,Construction Materials,1038.53,,-3.97,,not_stage_2,0,1377.2,1490.57,-3.33,0.05725,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",improving,leading,99.49,103.42,-0.61,2.65,False,False,2026-06-19 ratio=100.10 momentum=100.77; 2026-06-22 ratio=99.93 momentum=101.32; 2026-06-23 ratio=100.06 momentum=102.25; 2026-06-24 ratio=99.53 momentum=102.48; 2026-06-25 ratio=99.49 momentum=103.42,17.1
stock,Arisinfra Solu.,ARIS.NS,Other Construction Materials,Construction Materials,934.41,17.17,15.57,,not_stage_2,0,114.24,117.95,-3.83,0.00475,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,lagging,98.79,98.28,-0.69,-1.7,False,False,2026-06-19 ratio=99.47 momentum=99.98; 2026-06-22 ratio=99.38 momentum=99.38; 2026-06-23 ratio=99.28 momentum=98.59; 2026-06-24 ratio=99.24 momentum=99.27; 2026-06-25 ratio=98.79 momentum=98.28,0.0
stock,Everest Inds.,EVERESTIND.NS,Other Construction Materials,Construction Materials,731.82,,-8.54,,not_stage_2,3,461.55,410.82,-5.51,0.01919,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': False}",leading,improving,103.28,103.21,3.44,2.7,True,False,2026-06-19 ratio=99.83 momentum=100.51; 2026-06-22 ratio=100.49 momentum=101.60; 2026-06-23 ratio=100.50 momentum=101.51; 2026-06-24 ratio=101.55 momentum=102.48; 2026-06-25 ratio=103.28 momentum=103.21,122.45
stock,Vishnusurya Pro.,VISHNUINFR.NS,Other Construction Materials,Construction Materials,419.99,11.8,19.92,,not_stage_2,2,162.0,166.07,0.12,0.00673,"{'price_above_30w_ma': False, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,leading,99.59,97.74,-1.15,-4.0,False,False,2026-06-19 ratio=100.74 momentum=101.74; 2026-06-22 ratio=99.37 momentum=98.25; 2026-06-23 ratio=99.74 momentum=99.41; 2026-06-24 ratio=99.59 momentum=99.61; 2026-06-25 ratio=99.59 momentum=97.74,40.24
stock,Teamtech Formwork,TEAMTECH.NS,Other Construction Materials,Construction Materials,308.3,26.6,41.17,,insufficient_data,0,,,,,{},insufficient_data,insufficient_data,,,,,False,False,,0.0
stock,Sahyadri Industr,SAHYADRI.NS,Other Construction Materials,Construction Materials,308.03,10.46,9.71,,stage_2,4,281.4,256.8,1.11,0.0117,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,leading,99.95,99.23,-0.36,-1.39,False,False,2026-06-19 ratio=100.32 momentum=100.62; 2026-06-22 ratio=100.44 momentum=100.75; 2026-06-23 ratio=100.39 momentum=99.99; 2026-06-24 ratio=99.93 momentum=98.71; 2026-06-25 ratio=99.95 momentum=99.23,107.22
stock,MCON Rasayan,MCON.NS,Other Construction Materials,Construction Materials,33.74,11.1,11.06,,not_stage_2,0,46.0,51.83,-3.78,0.00191,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,lagging,99.23,98.12,-0.31,0.45,False,False,2026-06-19 ratio=99.54 momentum=97.66; 2026-06-22 ratio=99.03 momentum=95.69; 2026-06-23 ratio=99.16 momentum=97.48; 2026-06-24 ratio=99.43 momentum=99.00; 2026-06-25 ratio=99.23 momentum=98.12,0.0
stock,SIS,SIS.NS,Other Consumer Services,Consumer Services,6152.23,17.83,13.68,,stage_2,5,435.4,342.65,3.86,0.0181,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,101.08,94.6,-0.0,-3.38,False,False,2026-06-19 ratio=101.08 momentum=97.98; 2026-06-22 ratio=101.09 momentum=98.90; 2026-06-23 ratio=101.09 momentum=97.59; 2026-06-24 ratio=101.27 momentum=99.43; 2026-06-25 ratio=101.08 momentum=94.60,138.12
stock,E Factor Experie,EFACTOR.NS,Other Consumer Services,Consumer Services,237.68,12.08,24.71,,not_stage_2,0,181.0,243.09,-7.06,0.00752,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,lagging,98.8,98.58,0.13,-0.62,False,False,2026-06-19 ratio=98.67 momentum=99.20; 2026-06-22 ratio=98.50 momentum=99.23; 2026-06-23 ratio=98.66 momentum=98.13; 2026-06-24 ratio=98.65 momentum=97.55; 2026-06-25 ratio=98.80 momentum=98.58,0.0
stock,Party Cruisers,PARTYCRUS.NS,Other Consumer Services,Consumer Services,109.85,8.91,39.65,,not_stage_2,3,92.0,88.46,3.97,0.00382,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,lagging,99.37,97.25,-0.45,0.06,False,False,2026-06-19 ratio=99.82 momentum=97.19; 2026-06-22 ratio=99.22 momentum=96.62; 2026-06-23 ratio=99.23 momentum=96.37; 2026-06-24 ratio=99.07 momentum=96.77; 2026-06-25 ratio=99.37 momentum=97.25,67.94
stock,Touchwood Enter.,TOUCHWOOD.NS,Other Consumer Services,Consumer Services,76.5,18.0,13.39,,not_stage_2,0,69.04,82.4,-5.1,0.00287,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,improving,97.96,98.61,-1.93,-1.61,False,False,2026-06-19 ratio=99.89 momentum=100.22; 2026-06-22 ratio=100.27 momentum=100.52; 2026-06-23 ratio=98.99 momentum=99.26; 2026-06-24 ratio=99.28 momentum=100.09; 2026-06-25 ratio=97.96 momentum=98.61,0.0
stock,Blue Pebble,BLUEPEBBLE.NS,Other Consumer Services,Consumer Services,31.82,64.94,2.38,,not_stage_2,0,78.0,117.91,-5.81,0.00324,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",improving,lagging,98.68,103.57,0.25,4.49,False,True,2026-06-19 ratio=98.43 momentum=99.07; 2026-06-22 ratio=98.59 momentum=99.16; 2026-06-23 ratio=98.77 momentum=101.57; 2026-06-24 ratio=98.66 momentum=102.25; 2026-06-25 ratio=98.68 momentum=103.57,17.85
stock,Thinking Hats,THESL.NS,Other Consumer Services,Consumer Services,16.23,13.09,5.96,,insufficient_data,0,,,,,{},insufficient_data,insufficient_data,,,,,False,False,,0.0
stock,HBL Engineering,HBLENGINE.NS,Other Industrial Products,Capital Goods,22930.95,27.37,58.45,,not_stage_2,4,827.25,775.46,-2.48,0.03439,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,weakening,101.14,103.24,0.36,3.58,True,False,2026-06-19 ratio=100.78 momentum=99.66; 2026-06-22 ratio=100.74 momentum=100.99; 2026-06-23 ratio=101.22 momentum=101.45; 2026-06-24 ratio=101.04 momentum=102.42; 2026-06-25 ratio=101.14 momentum=103.24,131.9
stock,Inox India,INOXINDIA.NS,Other Industrial Products,Capital Goods,16999.1,65.34,33.48,,stage_2,5,1872.9,1313.64,6.72,0.07786,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,leading,101.46,95.25,-0.77,-5.43,False,False,2026-06-19 ratio=102.23 momentum=100.68; 2026-06-22 ratio=102.71 momentum=100.07; 2026-06-23 ratio=102.29 momentum=99.47; 2026-06-24 ratio=102.18 momentum=95.66; 2026-06-25 ratio=101.46 momentum=95.25,145.74
stock,Esab India,ESABINDIA.NS,Other Industrial Products,Capital Goods,8866.38,45.78,64.87,,not_stage_2,2,5760.0,5844.25,1.07,0.23944,"{'price_above_30w_ma': False, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,lagging,99.03,96.72,-0.24,-0.02,False,False,2026-06-19 ratio=99.28 momentum=96.74; 2026-06-22 ratio=99.12 momentum=96.29; 2026-06-23 ratio=99.21 momentum=97.03; 2026-06-24 ratio=99.08 momentum=97.19; 2026-06-25 ratio=99.03 momentum=96.72,42.14
stock,KRN Heat Exchan,KRN.NS,Other Industrial Products,Capital Goods,7796.11,101.95,16.06,,not_stage_2,3,1191.0,951.41,6.08,0.04951,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,weakening,99.75,97.54,-0.74,-0.95,False,False,2026-06-19 ratio=100.48 momentum=98.49; 2026-06-22 ratio=100.28 momentum=98.81; 2026-06-23 ratio=100.09 momentum=97.21; 2026-06-24 ratio=99.63 momentum=95.81; 2026-06-25 ratio=99.75 momentum=97.54,72.16
stock,Subros,SUBROS.NS,Other Industrial Products,Capital Goods,5450.12,31.79,19.75,,not_stage_2,3,835.45,775.79,-2.47,0.03473,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': False}",leading,lagging,102.27,101.65,2.55,1.69,True,False,2026-06-19 ratio=99.72 momentum=99.96; 2026-06-22 ratio=103.99 momentum=103.25; 2026-06-23 ratio=103.84 momentum=101.97; 2026-06-24 ratio=102.12 momentum=101.43; 2026-06-25 ratio=102.27 momentum=101.65,109.6
stock,Harsha Engg Intl,HARSHA.NS,Other Industrial Products,Capital Goods,3789.71,24.42,14.34,,stage_2,5,416.25,381.54,0.71,0.0173,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,leading,100.5,99.5,-0.99,-1.36,False,False,2026-06-19 ratio=101.48 momentum=100.86; 2026-06-22 ratio=101.65 momentum=101.41; 2026-06-23 ratio=101.53 momentum=101.84; 2026-06-24 ratio=101.34 momentum=100.96; 2026-06-25 ratio=100.50 momentum=99.50,128.92
stock,Ador Welding,ADOR.NS,Other Industrial Products,Capital Goods,2139.33,24.13,22.45,,stage_2,5,1229.3,1044.35,1.53,0.0511,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,101.64,101.77,0.02,1.5,False,False,2026-06-19 ratio=101.62 momentum=100.27; 2026-06-22 ratio=101.89 momentum=101.26; 2026-06-23 ratio=101.91 momentum=101.23; 2026-06-24 ratio=101.62 momentum=101.23; 2026-06-25 ratio=101.64 momentum=101.77,165.11
stock,Diffusion Eng,DIFFNKG.NS,Other Industrial Products,Capital Goods,1453.26,28.57,16.42,,stage_2,5,388.3,298.17,1.11,0.01614,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,leading,102.0,95.56,0.01,-6.02,False,False,2026-06-19 ratio=102.00 momentum=101.58; 2026-06-22 ratio=101.86 momentum=100.77; 2026-06-23 ratio=102.12 momentum=101.52; 2026-06-24 ratio=102.14 momentum=99.30; 2026-06-25 ratio=102.00 momentum=95.56,137.22
stock,MIC Electronics,MICEL.NS,Other Industrial Products,Capital Goods,974.17,,8.55,,not_stage_2,0,40.42,40.82,-1.69,0.00168,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,lagging,98.8,96.53,-0.74,0.11,False,False,2026-06-19 ratio=99.54 momentum=96.42; 2026-06-22 ratio=99.58 momentum=96.89; 2026-06-23 ratio=99.40 momentum=95.76; 2026-06-24 ratio=99.14 momentum=96.26; 2026-06-25 ratio=98.80 momentum=96.53,0.0
stock,Vilas Transcore,VILAS.NS,Other Industrial Products,Capital Goods,946.89,23.94,16.12,,not_stage_2,0,386.8,387.0,-1.12,0.01608,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",improving,improving,99.46,100.95,-0.37,-2.77,False,False,2026-06-19 ratio=99.83 momentum=103.73; 2026-06-22 ratio=99.92 momentum=103.38; 2026-06-23 ratio=99.78 momentum=102.92; 2026-06-24 ratio=99.56 momentum=102.43; 2026-06-25 ratio=99.46 momentum=100.95,4.75
stock,Maruti Suzuki,MARUTI.NS,Passenger Cars & Utility Vehicles,Automobile and Auto Components,432146.34,29.44,19.02,,not_stage_2,3,13745.0,14326.07,-2.16,0.57138,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,weakening,101.8,100.46,1.7,1.15,True,False,2026-06-19 ratio=100.10 momentum=99.31; 2026-06-22 ratio=100.01 momentum=99.29; 2026-06-23 ratio=100.98 momentum=99.57; 2026-06-24 ratio=99.40 momentum=98.19; 2026-06-25 ratio=101.80 momentum=100.46,101.3
stock,M & M,M&M.NS,Passenger Cars & Utility Vehicles,Automobile and Auto Components,395715.74,22.37,15.45,,not_stage_2,3,3182.2,3318.58,-2.5,0.13228,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,lagging,100.58,102.09,1.64,3.11,True,False,2026-06-19 ratio=98.94 momentum=98.98; 2026-06-22 ratio=98.67 momentum=99.75; 2026-06-23 ratio=98.85 momentum=99.79; 2026-06-24 ratio=98.92 momentum=100.95; 2026-06-25 ratio=100.58 momentum=102.09,103.35
stock,Hyundai Motor I,HYUNDAI.NS,Passenger Cars & Utility Vehicles,Automobile and Auto Components,160021.84,29.46,38.42,,not_stage_2,2,1969.4,2054.51,-2.37,0.08187,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': False}",weakening,weakening,101.0,97.46,-0.27,-1.78,False,False,2026-06-19 ratio=101.26 momentum=99.24; 2026-06-22 ratio=101.32 momentum=99.18; 2026-06-23 ratio=101.31 momentum=99.29; 2026-06-24 ratio=100.69 momentum=98.47; 2026-06-25 ratio=101.00 momentum=97.46,45.0
stock,Tata Motors PVeh,TMPV.NS,Passenger Cars & Utility Vehicles,Automobile and Auto Components,130068.83,1.51,2.73,,not_stage_2,0,353.2,354.85,-0.14,0.01468,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,lagging,99.3,97.75,-0.38,0.93,False,False,2026-06-19 ratio=99.68 momentum=96.82; 2026-06-22 ratio=99.68 momentum=97.24; 2026-06-23 ratio=99.53 momentum=97.32; 2026-06-24 ratio=99.17 momentum=97.36; 2026-06-25 ratio=99.30 momentum=97.75,0.0
stock,Force Motors,FORCEMOT.NS,Passenger Cars & Utility Vehicles,Automobile and Auto Components,24232.46,22.94,36.08,,not_stage_2,2,18391.0,20254.43,0.43,0.76451,"{'price_above_30w_ma': False, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,improving,98.93,105.59,-0.05,4.09,False,False,2026-06-19 ratio=98.99 momentum=101.50; 2026-06-22 ratio=98.89 momentum=102.86; 2026-06-23 ratio=98.71 momentum=101.57; 2026-06-24 ratio=98.57 momentum=101.80; 2026-06-25 ratio=98.93 momentum=105.59,68.81
stock,Olectra Greentec,OLECTRA.NS,Passenger Cars & Utility Vehicles,Automobile and Auto Components,12257.94,69.06,21.05,,stage_2,5,1493.4,1161.39,0.29,0.06208,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,102.22,101.32,-1.29,-1.01,False,False,2026-06-19 ratio=103.51 momentum=102.33; 2026-06-22 ratio=103.19 momentum=102.24; 2026-06-23 ratio=102.86 momentum=101.26; 2026-06-24 ratio=102.40 momentum=101.14; 2026-06-25 ratio=102.22 momentum=101.32,163.28
stock,Mercury EV-Tech,MERCURYEV.NS,Passenger Cars & Utility Vehicles,Automobile and Auto Components,657.5,157.3,2.64,,insufficient_data,0,,,,,{},insufficient_data,insufficient_data,,,,,False,False,,0.0
stock,Hindustan Motors,HINDMOTORS.NS,Passenger Cars & Utility Vehicles,Automobile and Auto Components,359.94,43.21,20.28,,insufficient_data,0,,,,,{},insufficient_data,insufficient_data,,,,,False,False,,0.0
stock,Supreme Inds.,SUPREMEIND.NS,Plastic Products - Industrial,Capital Goods,43467.32,46.6,20.73,,not_stage_2,0,3421.9,3608.7,-0.34,0.14225,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,lagging,97.04,96.83,-1.63,0.49,False,False,2026-06-19 ratio=98.68 momentum=96.34; 2026-06-22 ratio=99.33 momentum=99.61; 2026-06-23 ratio=99.28 momentum=99.55; 2026-06-24 ratio=99.16 momentum=99.24; 2026-06-25 ratio=97.04 momentum=96.83,0.0
